dur,full_data,id,net_family,net_type,normalized,optimizer,pretrained,train_acc,train_f1,train_loss,train_precision,train_recall,train_roc_auc,valid_acc,valid_f1,valid_loss,valid_precision,valid_recall,valid_roc_auc,x
399.5542936325073,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9719918191114646,0.965285112735364,0.07789277252270788,0.9695863746958636,0.9610218445921316,0.9957209029183354,0.969912509942052,0.963047725369802,NA,0.9566398669254228,0.9695420061815117,0.9698530328503896,28.0
387.9892110824585,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9728951255539144,0.9663997521004556,0.07645320916221811,0.9708508440520156,0.9619892880177224,0.99581622181372,0.9716168617202592,0.9645784294262784,NA,0.9736631169128592,0.9556617027254848,0.969055574750762,29.0
405.6411895751953,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9731337348028634,0.9667133575938452,0.07542687307236046,0.970641864672707,0.9628165222511988,0.9959587779141728,0.9729803431428248,0.9666189393301328,NA,0.9658325852782764,0.9674065748805843,0.972085584273562,30.0
673.6544024944304,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.8897625269855698,0.8607614919846726,0.2890296904072411,0.8815480039978835,0.8409326715459465,0.9491084287797318,0.915577775252812,0.8948515468002604,NA,0.9014598540145984,0.8883394211857263,0.9112051932330768,1.0
641.2936151027681,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9137541188501308,0.8931269227790802,0.2287282578224703,0.8968964298338635,0.8893889683407644,0.9660149461172156,0.9218952391773662,0.8999272092007571,NA,0.9337764350453172,0.8684461927507727,0.9133150460129292,2.0
632.0428137779237,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9196000454493808,0.9005970358923931,0.215815634311512,0.90233363359982,0.8988671097277138,0.9697189125199036,0.9241222588342234,0.905648647884936,NA,0.910821871092418,0.9005338578252318,0.9203356049904488,3.0
601.4354529380797,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9294568799000114,0.9125039636402072,0.1899839469416956,0.9172155879478135,0.9078404980230504,0.9761349388788656,0.9264629019429609,0.911849632252792,NA,0.8848532910388578,0.940545096937342,0.9287235213797737,4.0
606.0024306774138,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9316157254857402,0.9152007439396396,0.18419726654352173,0.919716814159292,0.910728807380612,0.9774473902175458,0.9339620497670721,0.918103934167512,NA,0.920854768500198,0.9153694858106208,0.9309773793036316,5.0
604.4723281860353,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9377797977502556,0.9227459334396116,0.16927574917804436,0.9284963942990176,0.9170662628641932,0.9807785720258406,0.9389842063401886,0.9241246785542714,NA,0.9294565711687129,0.9188536105647652,0.9357526351183232,6.0
584.7792603969574,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9380808998977388,0.9232124111401536,0.16866666324239415,0.9278340295971113,0.9186366058158772,0.9810091951753516,0.9399613680263608,0.9250368857110428,NA,0.9342082640839016,0.9160438325372297,0.9361218781152382,7.0
604.5824916362762,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9411714577888876,0.9269607047886412,0.16027471050594685,0.9326908063760628,0.9213005804660552,0.9827449106627788,0.941029428474037,0.9268292682926829,NA,0.9301075268817204,0.9235740376510256,0.9382273087911748,8.0
583.7804448604584,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9411203272355414,0.926942055547723,0.16028768463901952,0.9320933397601292,0.9218473963153024,0.9827047496709252,0.939279627315078,0.9238919904295316,NA,0.9367527291630566,0.91137960101152,0.9348008268315898,9.0
604.0093123912811,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.94223383706397,0.928295393641928,0.15775462169902404,0.9338270764166736,0.9228288606601048,0.9832301910441132,0.9404840359050108,0.926144214771157,NA,0.9295256424770746,0.9227872998033156,0.9376431729844508,10.0
594.7716298103333,full data,HCDEX-68,DenseNet,DenseNet121,not normalized,Adam,pretrained,0.9428587660493126,0.9290400869184856,0.1569602435129012,0.9349900596421472,0.92316536272118,0.9834359932106899,0.9416429951141916,0.9275313240772096,NA,0.9315798424125616,0.9235178420904748,0.9387333582829328,11.0
